ingredients,description,grade,efficacy
피이지-30피토스테롤,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-30하이드로제네이티드라놀린,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-30하이드로제네이티드캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-30하이드로제네이티드캐스터오일라우레이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-30하이드로제네이티드캐스터오일아이소스테아레이트,"유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-30하이드로제네이티드캐스터오일트라이아이소스테아레이트,"유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-30하이드로제네이티드캐스터오일피씨에이아이소스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-30하이드로제네이티드탈로우아민,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-32,"유화제로서, 물과 오일같이 서로 다른 물질들이 분리되는 것을 막아준다.",좋음,수분 공급
피이지-32다이라우레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-32다이스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-32다이올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-32라우레이트,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-32메틸에터다이메티콘,"헤어컨디셔닝제, 피부컨디셔닝제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-32스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-32올리에이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-33,"합성 중합체(polymer)로 화장품에서 용제, 보습제(수분 결합제) 역할을 한다.",좋음,수분 공급
피이지-33캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-350,"결합제, 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-35라놀린,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-35소이글리세라이즈,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-35스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-35아몬드글리세라이즈,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-35캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-35하이드로제네이티드캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-36스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-36올리에이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-36캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3글리세릴아이소스테아레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3글리세릴코코에이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3글리세릴트라이스테아레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3글리세릴트라이아이소스테아레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3글리세릴트라이올리에이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3다이로지네이트,"피부컨디셔닝제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3다이메티콘,"헤어컨디셔닝제, 피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3다이소이오일아미도에틸모늄메토설페이트,"정전기방지제, 헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3다이스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3다이스테아로일아미도에틸모늄메토설페이트,"정전기방지제, 헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3다이아이소스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3다이에틸렌트라이아민다이팜아마이드,헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3다이올레오일아미도에틸모늄메토설페이트,"정전기방지제, 헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3다이올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3다이카프릴레이트/카프레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3다이팔미테이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3라놀레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3라우라마이드,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3라우라민옥사이드,"정전기방지제, 세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3레이프시드아미노프로필아민,"정전기방지제, 세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3메틸에터,"보습제(습윤제), 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3부틸렌글라이콜라우레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3솔비탄스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3솔비탄올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3솔비탄트라이스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3스테아레이트,보습제(습윤제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3아이소스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3올레아마이드,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3코카마이드,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3코카마이드디이에이,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3코카민,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3탈로우아미노프로필아민,"정전기방지제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3탈로우프로필렌다이모늄다이메토설페이트,정전기방지제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3트라이메틸올프로판트라이스테아레이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3트라이메틸올프로판트라이아이소스테아레이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-3트라이메틸올프로판트라이아크릴레이트,"결합제, 피막형성제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-3피피지-20석시네이트,유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4,폴리에틸렌글라이콜의 한 종류. 스킨케어 제품에서 피부에 수분을 끌어당겨 유지하는 가벼운 보습제와 용매로 사용된다.,좋음,효과 없음
피이지-40,"보습제(습윤제), 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-400,"결합제, 유화안정제, 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40글리세릴스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40글리세릴아이소스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40글리세릴코코에이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40글리세릴트라이아이소스테아레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40글리세릴트라이올리에이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40다이스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-40라놀린,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40리시놀레아마이드,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40메틸에터,용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-40소이스테롤,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40솔비탄다이아이소스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40솔비탄라놀레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40솔비탄라우레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40솔비탄스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40솔비탄올리에이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40솔비탄테트라올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-40솔비탄퍼아이소스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40솔비탄페롤리에이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40스테아레이트,일반적으로 세정제로 사용되지만 성분의 가용성을 유지하고 제형의 질감을 개선하는 데에도 사용할 수 있다.,좋음,효과 없음
피이지-40아이소스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40올리브글리세라이즈,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-40캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40하이드로제네이티드다이머다이리놀리에이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40하이드로제네이티드라놀린,"헤어컨디셔닝제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40하이드로제네이티드캐스터오일,"연화제, 유화제 역할을 하며 용해성을 향상해준다. 제형의 발림성과 효능을 개선한다. 또, 피부에 부드러운 느낌을 선사하고 수분 손실을 줄여준다.",좋음,수분 공급
피이지-40하이드로제네이티드캐스터오일라우레이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-40하이드로제네이티드캐스터오일아이소스테아레이트,"유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40하이드로제네이티드캐스터오일트라이아이소스테아레이트,"유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40하이드로제네이티드캐스터오일피씨에이아이소스테아레이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-40하이드로제네이티드탈로우아민,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40호호바알코올,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-40호호바애씨드,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-42머쉬룸글리세라이즈,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-42바바수글리세라이즈,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-444펜타에리스리틸테트라(글루타로일석신이미드),피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-444펜타에리스리틸테트라(아미도글루타로일석신이미도에틸에터),"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-44솔비탄라우레이트,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-44캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-45,"결합제, 보습제(습윤제), 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-45/도데실글라이콜코폴리머,유화안정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-450,"결합제, 유화안정제, 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-45M,보습제(습윤제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-45비스-(토코페릴석시네이트),"피지케어, 항산화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-45사플라워글리세라이즈,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-45스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-45스테아레이트포스페이트,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-45팜커넬글리세라이즈,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-45하이드로제네이티드캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4글리세릴다이스테아레이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4글리세릴트라이스테아레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4다이라우레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4다이메타크릴레이트,"결합제, 피막형성제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4다이스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4다이스테아릴에터,"헤어컨디셔닝제, 불투명화제, 가소제, 피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4다이스테아릴에토늄에토설페이트,"정전기방지제, 헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4다이아이소스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4다이올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4다이코코에이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4다이탈로우에터,"지방보충(리팻팅), 피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4다이헵타노에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4라놀레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4라우레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4레이프씨드아마이드,점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4메틸에터,"보습제(습윤제), 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4몬타네이트,"결합제, 유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4솔비탄스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4솔비탄트라이아이소스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4스테아라마이드,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4아이소스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4에틸헥사노에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4올레아마이드,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4올리베이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4카프릴릭/카프릭글리세라이즈,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4코카마이드,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4코카민,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4톨레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4트라이메틸올프로판다이스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4트라이플루오로프로필다이메티콘코폴리머,"헤어컨디셔닝제, 피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-4폴리글리세릴-2다이스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4폴리글리세릴-2스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4프롤린리놀리네이트,유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4프롤린리놀리에이트,유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4피이지-12다이메티콘,유화안정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-4-피피지-7C13/C15알코올,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-500,"결합제, 유화안정제, 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50글리세릴아이소스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50글리세릴트라이아이소스테아레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50글리세릴트라이올리에이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
