ingredients,description,grade,efficacy
피이지-50라놀린,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50스테아라마이드,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-50스테아라민,"정전기방지제, 세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50시어버터,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-50캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50탈로우아마이드,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50하이드로제네이티드캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50하이드로제네이티드캐스터오일라우레이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-50하이드로제네이티드캐스터오일석시네이트,"유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50하이드로제네이티드캐스터오일아이소스테아레이트,"유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50하이드로제네이티드캐스터오일트라이아이소스테아레이트,"유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50하이드로제네이티드탈로우아민,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-50하이드로제네이티드팜아마이드,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-54캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-54하이드로제네이티드캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-55,"결합제, 보습제(습윤제), 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-55라놀린,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-55스테아레이트,세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-55캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-55프로필렌글라이콜올리에이트,"세정제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-55하이드로제네이티드캐스터오일,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-58하이드로제네이티드캐스터오일아이소스테아레이트,"유화제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5M,"결합제, 유화안정제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5글리세릴세스퀴올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5글리세릴스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5글리세릴아이소스테아레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5글리세릴올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5글리세릴트라이스테아레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5글리세릴트라이아이소스테아레이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5글리세릴트라이올리에이트,"유연제(연화제), 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5다이트라이데실모니움클로라이드,"정전기방지제, 세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5디이디엠하이단토인,항미생물제(방부제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5디이디엠하이단토인올리에이트,항미생물제(방부제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5라놀레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5라놀린,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5라놀린아마이드,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5라우라마이드,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5레이프씨드스테롤,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5소이스테롤,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5소이아민,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5스테아라민,"정전기방지제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5스테아릴암모늄락테이트,"정전기방지제, 세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5스테아릴암모늄클로라이드,"정전기방지제, 세정제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5아이소노나노에이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
피이지-5아이소데실옥시프로필아민,정전기방지제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5에틸헥사노에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5올레아마이드,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5올레아마이드다이올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5올레아민,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5올레암모늄메토설페이트,헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5올리에이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
피이지-5츠바키에이트글리세라이즈,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
